Turkey_Southeast_Cayonu_PPN.SG,0.078646834774784,-0.138338371011379,-0.009941645352125,-0.008193233713417,0.001138896457880,-0.076583864890824,0.058027059587372,-0.018853281905298,0.059995053500811,-0.036983429842722,0.015980774310873,-0.027839267109206,0.043684207246622,-0.020163519237213,-0.001014168602598,-0.005684896069788,0.005957307518744,0.015383834666260,-0.009491580316891,-0.015354212748559,-0.005880364611598,-0.016733694013327,-0.001819548947185,0.015396832747086,0.016193466527540
Italy_North_EarlyMedieval_Langobards_2.AG,0.099030623251392,-0.109893244016035,0.000110246891478,-0.002593252161119,0.004411907379060,0.008333573038820,0.000458394566452,-0.002833775269170,0.015361127365702,-0.004978553091948,-0.009232863110015,-0.000775986106692,0.004804503365476,0.001062410765224,0.003095403948439,-0.001378302521476,-0.001707246411687,0.010626751973887,-0.000077003422147,-0.011467066515928,-0.003854862684156,-0.001288530459155,0.003655828204010,0.003203532986811,-0.002924182381833
Hungary_Langobard.AG,0.087864373484637,-0.100155576170489,0.010516665852152,-0.003492380166536,0.011395590961564,0.034049973367872,-0.007535152684349,0.004792080961098,-0.006763803099435,0.004659282476663,-0.000003857535207,-0.001549434079498,-0.003230560649967,0.005538098528634,-0.000990269761967,0.002518024551262,-0.008627511765605,0.002293255455420,-0.007200200951260,-0.010524526976049,-0.002505781210149,-0.001726199518550,0.002831824391378,0.011332152696228,0.000515310548177
Hungary_Langobard_o1.AG,0.103533774280449,-0.120712198901499,-0.006974714208919,0.003527056619176,-0.009428163699065,-0.011262008246249,0.014095057263622,0.006003178059255,0.016410576974816,-0.021217087560261,-0.004474994275839,0.005684630902553,0.006970472939421,0.002495876654771,0.008393920052743,0.004754320215269,0.005299749661418,0.011507978937819,-0.006769551087610,-0.008556696951496,-0.001583824578349,-0.001931886290722,-0.004426283977221,0.008444564695292,0.000496069712118
Hungary_Langobard.SG,0.090167168078006,-0.110261294798735,0.023361498039608,-0.002765328217881,0.002502179013405,0.033275891030390,-0.017677426717699,-0.000029700248462,-0.003991689184180,0.008156528652945,-0.001801574860614,-0.002698242435249,-0.019617400869970,-0.005316044651191,-0.004728161661664,0.001320758548703,-0.012948061434138,-0.005850146263859,0.003453433143826,0.001997976782831,-0.004166974235644,-0.004851601043701,-0.007687272189855,0.001973114314845,-0.002151420358495
Hungary_MN_Vinca.AG,0.077005986396909,-0.156555046397683,-0.015599410468877,0.036840087910926,0.005089082137256,-0.041061144706730,0.009492776026702,-0.001857389160839,0.070151484863545,-0.095451924682774,-0.027528296769825,-0.010919168332780,-0.001262821481756,-0.002397440566549,-0.003883149611410,-0.020769581740683,0.023211143131263,0.023867117981834,-0.008278042514665,-0.005896538490259,0.018349668265032,-0.016942733569749,0.000507607200502,-0.017590293621825,0.039902313997435
Hungary_LN_Lengyel.AG,0.100883778571240,-0.141428626806698,-0.016378260595022,0.005565749576103,-0.008560769960052,-0.010848312661507,0.024593286691755,0.017150505655263,0.078100516089040,-0.064078447285558,-0.007767594088786,-0.011451804905884,0.023203248326362,-0.016624078048875,0.005857254754373,0.004120886347305,0.023184317017895,-0.000895305548435,-0.000164526957963,-0.010441123416386,-0.000051527004223,-0.011088327634798,0.006946627090760,-0.002114027033455,-0.003425692209671
Hungary_C_Balaton_Lasinja.AG,0.088279901309840,-0.143978238382147,-0.002144234295126,-0.007151920908659,-0.007882085186044,-0.000439420901660,0.032280417920865,0.016059126818236,0.070479296875870,-0.067489001945338,-0.005933420345677,-0.020554228935042,0.023965252356239,0.007851130578254,0.005101751625468,-0.027919730543329,0.019973323383780,0.006524897664486,-0.000269505357776,0.006006673908367,0.015539833943392,-0.006775161226049,-0.005729734366825,0.018778988995499,-0.024950419524620
Ukraine_Mesolithic.AG,0.090999514257872,-0.068516820214283,0.034164241216747,-0.042519986064157,0.040572145365945,0.157681111650918,-0.084476228877426,0.003709710578913,-0.071056680588156,0.077311159667938,-0.003811044991473,0.008000390509598,0.063223519241753,-0.012304982207653,0.007014088866362,-0.000762313042966,-0.004584212262412,0.003887973194215,-0.006583160228724,-0.018147048636545,0.008445391467793,0.011743943247697,0.003991145097337,0.014229145744874,0.003221650015585
England_BellBeaker.AG,0.089624641934519,-0.098631975771336,0.016231997823253,-0.013874190571085,0.014564520150523,0.043806818140653,-0.026591990267946,-0.004356813396611,-0.018311560959735,0.017440430613423,0.000382200714223,0.003892832515757,0.008112189876776,-0.003333740064165,-0.001714074659919,0.000713371654706,-0.013054448669554,0.006097276112381,-0.006662991274687,-0.017298000421553,-0.007283113365595,-0.016752565065411,0.002423186073886,0.013155359335288,-0.003372464734646
